12	47	11	70	47	6	3	0
9	10	17	67	48	6	6	0
16	19	11	52	46	9	6	0
16	55	12	67	28	8	10	0
11	87	18	34	11	4	7	0
2	4	19	76	7	1	10	0
4	16	4	54	47	8	5	0
11	70	4	75	4	7	7	0
14	69	13	39	47	6	8	0
19	47	19	78	19	8	7	0
12	27	8	93	16	7	3	0
11	64	8	83	3	10	2	0
11	52	5	25	26	7	3	0
1	27	2	36	6	8	1	0
2	1	11	51	19	10	9	0
7	7	18	54	10	6	2	0
11	79	6	67	16	5	4	0
5	6	11	56	7	5	5	0
8	52	5	23	44	6	1	0
2	21	19	89	26	3	2	0
6	61	8	11	48	5	9	0
16	39	9	48	35	7	5	0
10	69	9	78	23	8	4	0
3	3	9	26	29	2	2	0
12	88	10	43	45	6	4	0
7	33	19	13	11	7	5	0
13	64	19	43	20	5	3	0
11	21	15	79	23	4	2	0
5	18	9	56	24	8	10	0
19	25	16	34	35	5	3	0
17	52	13	89	29	6	7	0
16	45	19	51	37	6	6	0
6	67	5	15	44	5	4	0
18	75	17	53	13	10	6	0
4	100	7	83	39	10	2	0
12	44	11	78	37	4	4	0
1	48	2	68	7	7	9	0
4	7	13	96	15	8	1	0
18	64	16	24	38	3	8	0
11	1	8	44	17	9	9	0
7	28	20	37	9	4	10	0
13	59	12	60	26	10	3	0
9	60	14	82	26	8	6	0
15	63	16	54	22	7	4	0
4	91	12	85	27	5	1	0
19	31	5	50	31	7	5	0
14	60	18	34	48	6	8	0
3	86	4	93	37	6	6	0
19	19	5	74	25	8	4	0
15	48	7	71	26	10	5	0
1	38	8	28	5	6	4	0
9	76	16	7	20	1	3	0
10	31	19	61	25	7	6	0
9	17	16	7	28	5	5	0
9	78	17	13	20	4	5	0
13	13	12	58	24	5	2	0
20	48	15	65	46	2	3	0
11	80	12	80	8	2	4	0
13	47	12	79	33	6	2	0
4	18	8	99	32	7	10	0
18	58	10	29	38	3	8	0
4	36	14	82	47	2	2	0
10	86	6	82	32	9	7	0
3	84	16	26	23	8	1	0
7	40	17	20	8	2	3	0
18	57	19	36	19	5	8	0
13	9	19	62	34	5	8	0
13	46	9	77	34	6	6	0
17	66	3	41	24	4	8	0
7	59	7	13	49	3	3	0
11	69	6	93	15	9	4	0
11	22	19	76	29	7	3	0
12	64	17	48	12	4	5	0
8	95	13	88	18	3	4	0
1	32	16	97	17	2	4	0
15	13	15	75	24	4	5	0
9	13	20	48	12	1	1	0
8	4	14	63	15	1	6	0
1	58	12	75	12	8	4	0
1	49	3	44	12	6	10	0
18	67	15	89	20	7	9	0
13	3	17	70	48	6	3	0
3	29	2	69	9	6	3	0
14	84	12	66	41	5	4	0
2	92	18	95	15	8	8	0
7	38	12	26	10	3	5	0
17	85	7	62	38	9	2	0
6	15	15	83	33	1	2	0
15	76	19	47	36	4	8	0
17	64	9	28	26	4	9	0
6	47	5	16	48	2	2	0
10	96	6	30	9	7	3	0
20	69	17	45	33	1	7	0
15	6	19	78	18	8	8	0
9	95	20	72	16	2	7	0
3	92	16	89	23	7	8	0
16	49	11	78	33	9	5	0
2	87	17	39	12	3	7	0
11	12	5	52	14	5	2	0
15	30	7	61	38	7	8	0
11	62	11	61	8	9	1	0
13	97	13	61	26	8	2	0
16	95	13	61	26	7	6	0
8	76	11	13	23	2	2	0
9	20	16	53	30	5	4	0
20	100	16	59	26	1	8	0
4	26	3	98	44	2	3	0
19	54	17	49	41	6	9	0
18	62	12	37	46	4	6	0
13	92	10	37	40	6	10	0
17	71	7	53	21	7	8	0
1	99	3	52	5	3	2	0
19	84	5	88	39	4	8	0
3	49	3	53	21	4	9	0
14	68	7	60	22	6	5	0
11	3	10	19	17	2	2	0
11	100	7	72	21	9	2	0
17	58	5	33	46	4	6	0
11	24	5	67	5	4	2	0
8	77	4	35	42	4	3	0
6	40	14	15	13	4	2	0
18	59	16	92	12	7	8	0
6	55	17	69	37	7	5	0
14	74	11	57	36	5	4	0
11	6	10	60	2	5	5	0
8	30	2	22	25	8	3	0
5	74	6	12	17	2	2	0
15	44	9	90	26	6	6	0
3	47	4	31	46	2	1	0
15	24	11	70	23	7	6	0
16	90	9	62	32	8	7	0
8	99	3	47	14	2	0	0
9	96	7	10	11	8	3	0
2	33	18	19	7	9	4	0
5	26	4	57	45	3	3	0
3	9	8	22	44	9	6	0
4	14	6	61	41	5	6	0
16	66	11	93	35	6	7	0
4	11	17	77	29	2	2	0
2	15	18	87	19	1	2	0
8	74	5	13	21	2	0	0
18	19	7	79	22	8	4	0
1	97	13	61	37	8	2	0
18	13	9	36	45	8	6	0
16	32	11	56	43	4	8	0
4	57	6	97	47	6	4	0
3	34	6	67	22	1	7	0
19	38	11	71	40	7	8	0
16	3	19	43	43	5	6	0
4	5	7	56	48	2	3	0
2	84	17	24	14	9	2	0
5	2	16	12	39	3	9	0
9	2	20	7	42	2	9	0
15	54	7	95	36	9	8	0
5	93	18	57	48	8	4	0
20	36	7	88	21	7	9	0
3	71	10	59	47	5	1	0
18	3	13	95	29	8	8	0
17	62	7	41	38	4	8	0
14	61	14	63	30	9	5	0
9	93	17	46	48	6	3	0
18	61	17	99	16	7	3	0
11	89	19	36	3	2	10	0
2	98	7	99	10	2	2	0
13	36	12	75	37	5	3	0
5	9	10	13	39	9	7	0
15	64	15	57	20	6	6	0
18	26	14	37	15	9	10	0
12	26	10	67	43	7	6	0
7	52	8	23	36	4	4	0
20	51	8	52	49	2	3	0
20	49	18	97	41	3	3	0
13	8	18	93	19	7	3	0
19	61	13	92	18	8	2	0
9	73	6	58	24	6	3	0
7	39	5	21	19	5	2	0
4	35	17	69	15	8	2	0
17	25	20	42	26	5	3	0
2	52	8	30	28	6	3	0
6	32	19	83	32	2	3	0
18	99	15	46	45	9	6	0
5	47	5	21	41	3	1	0
15	35	13	53	23	7	7	0
14	63	15	43	24	5	5	0
16	68	9	38	18	6	6	0
18	28	9	58	42	6	4	0
1	67	3	23	25	6	4	0
1	11	17	46	15	3	2	0
5	92	18	87	20	9	8	0
20	87	6	85	42	4	4	0
7	4	20	63	11	0	8	0
3	81	6	73	21	1	5	0
2	53	5	55	22	2	1	0
11	63	8	86	4	9	10	0
19	30	16	78	39	4	6	0
11	48	3	67	6	6	9	0
15	46	7	59	35	7	9	0
11	11	18	45	14	2	2	0
10	80	15	91	14	4	4	0
20	32	6	41	31	7	9	0
20	42	6	75	34	5	4	0
1	61	7	19	30	6	9	0
3	90	2	41	21	5	3	0
1	68	2	17	3	4	2	0
20	57	17	70	21	2	7	0
9	67	6	13	38	4	3	0
8	32	16	96	31	2	1	0
14	49	9	86	39	10	6	0
20	73	17	57	35	1	9	0
19	48	17	30	45	6	3	0
7	88	6	87	34	1	3	0
13	77	13	91	38	9	6	0
4	37	2	96	48	2	2	0
3	53	3	59	33	2	1	0
7	12	8	50	21	3	2	0
10	72	13	43	24	9	5	0
15	3	19	53	47	5	6	0
1	8	7	31	2	5	2	0
4	32	17	59	33	1	3	0
16	73	10	76	38	7	7	0
3	87	16	43	20	3	6	0
10	29	4	78	7	10	3	0
13	27	9	97	25	8	2	0
13	52	14	82	37	7	4	0
9	74	8	7	18	1	1	0
17	89	3	68	26	6	2	0
1	18	8	62	17	9	9	0
4	22	19	80	48	7	2	0
7	72	14	26	24	4	6	0
9	39	5	14	22	6	1	0
7	67	6	20	34	3	5	0
2	57	9	70	28	6	4	0
20	67	17	63	22	3	8	0
9	21	20	61	36	3	2	0
14	79	12	57	50	10	7	0
19	100	13	27	26	3	8	0
8	44	4	49	40	10	1	0
6	12	6	42	28	5	2	0
13	20	16	52	49	9	6	0
9	7	18	43	11	7	1	0
15	74	11	45	33	4	5	0
3	83	14	82	13	6	8	0
10	94	19	37	8	9	2	0
8	71	10	45	43	5	0	0
5	91	13	66	20	6	2	0
19	76	8	99	42	7	8	0
1	52	5	26	26	8	4	0
5	10	13	81	49	8	6	0
12	62	18	66	20	5	3	0
17	23	3	47	47	8	10	0
8	68	2	14	11	3	1	0
7	85	15	38	27	3	9	0
11	97	14	59	37	6	1	0
11	20	11	70	18	6	5	0
18	68	13	96	39	9	8	0
1	24	5	69	5	5	2	0
9	51	19	64	16	5	8	0
18	71	12	48	13	6	6	0
11	57	6	62	26	6	4	0
4	10	12	69	40	7	5	0
2	90	5	38	13	6	3	0
19	98	17	20	49	7	9	0
19	53	19	44	28	9	7	0
2	8	10	36	3	3	2	0
11	30	2	24	12	8	5	0
20	94	6	67	37	1	9	0
15	84	12	53	38	6	5	0
17	34	11	47	47	7	3	0
13	29	9	64	20	7	4	0
8	54	2	40	23	6	1	0
2	100	10	82	23	10	2	0
11	8	7	30	2	3	2	0
15	77	11	85	39	8	8	0
10	99	5	71	10	4	2	0
18	18	16	37	30	5	3	0
11	99	4	50	5	3	1	0
7	47	7	22	40	1	2	0
9	1	12	33	28	9	9	0
14	82	16	70	25	9	4	0
10	23	17	76	18	7	2	0
12	74	13	53	23	5	4	0
17	46	20	94	27	4	5	0
5	54	3	40	19	7	3	0
5	85	12	37	28	4	9	0
7	75	11	41	47	2	2	0
12	92	11	42	28	5	7	0
4	49	4	74	25	4	9	0
2	47	6	29	32	2	1	0
9	30	5	15	22	7	5	0
7	97	19	56	49	4	2	0
7	82	12	52	50	3	2	0
9	80	16	62	16	2	4	0
7	91	17	67	20	3	2	0
12	96	11	60	15	4	5	0
10	53	5	68	28	4	1	0
12	60	20	36	32	5	9	0
2	35	18	98	6	7	2	0
8	23	17	51	24	5	0	0
3	51	13	100	17	5	7	0
12	80	16	50	20	6	8	0
12	32	11	38	33	5	6	0
12	34	15	74	26	6	8	0
16	20	17	83	46	9	10	0
19	94	5	78	36	5	9	0
2	28	19	45	5	5	8	0
20	33	8	50	43	1	8	0
15	97	16	80	26	10	5	0
5	99	4	47	10	3	1	0
19	64	12	22	35	3	9	0
9	69	10	72	25	7	4	0
11	2	15	14	27	3	9	0
1	10	11	89	35	10	6	0
5	52	6	23	37	7	3	0
4	54	3	75	25	6	3	0
5	95	15	87	14	3	7	0
12	72	19	80	33	7	8	0
1	17	11	15	18	7	6	0
8	57	6	58	45	6	2	0
14	28	15	93	24	9	7	0
17	43	10	49	32	7	7	0
4	90	3	59	24	6	3	0
8	19	16	24	40	4	5	0
9	43	11	39	36	4	3	0
3	31	15	53	29	4	5	0
9	9	13	8	42	9	7	0
4	33	13	34	16	9	3	0
7	61	11	16	41	3	8	0
15	66	13	76	32	7	8	0
8	100	6	68	37	10	0	0
8	42	17	26	28	3	4	0
10	44	6	72	49	7	2	0
18	78	11	89	38	7	7	0
1	98	4	90	9	3	2	0
20	35	6	49	40	1	9	0
8	29	2	53	11	7	1	0
17	14	12	22	22	7	4	0
3	13	13	76	13	2	1	0
17	24	13	37	31	9	10	0
16	61	16	41	36	9	5	0
8	27	2	33	15	6	0	0
4	45	9	49	48	8	2	0
12	61	16	60	46	10	6	0
20	18	14	71	32	2	2	0
18	82	16	42	12	8	6	0
17	72	8	82	42	6	5	0
4	38	8	52	15	4	3	0
8	40	12	20	12	4	0	0
17	93	3	42	21	5	7	0
15	75	14	95	29	6	5	0
2	14	8	91	37	5	6	0
2	7	17	65	6	8	2	0
9	66	17	47	47	7	3	0
4	84	17	40	26	9	1	0
5	19	19	23	33	5	8	0
6	27	3	27	16	6	1	0
12	79	14	60	33	9	7	0
8	55	14	80	39	6	2	0
7	36	19	45	36	1	3	0
6	100	8	59	39	10	2	0
16	28	13	72	20	9	6	0
14	41	10	82	41	7	5	0
10	47	6	37	40	4	2	0
17	5	10	19	28	7	7	0
13	12	14	69	42	9	2	0
1	81	7	62	12	2	6	0
6	84	20	13	26	10	2	0
5	59	5	12	49	5	2	0
20	11	6	93	35	6	9	0
18	14	20	18	13	6	6	0
3	77	4	47	39	4	5	0
1	42	17	30	15	4	7	0
19	16	19	68	21	4	5	0
14	11	12	83	45	6	5	0
17	76	6	85	46	6	7	0
1	36	14	49	26	3	2	0
17	69	11	24	45	4	6	0
8	5	7	100	46	2	2	0
17	42	3	82	46	8	3	0
8	69	6	88	29	8	2	0
19	83	6	15	43	5	3	0
19	41	19	71	39	10	9	0
6	30	3	16	26	8	6	0
11	47	4	24	29	3	1	0
9	62	15	47	16	7	1	0
4	13	14	96	15	2	1	0
19	75	13	49	15	10	7	0
15	60	18	43	44	7	7	0
10	67	6	35	34	7	4	0
8	80	11	76	18	2	2	0
18	72	14	74	29	5	7	0
5	15	15	95	25	2	2	0
15	40	17	57	21	7	6	0
1	95	13	95	8	4	8	0
8	98	4	83	19	2	1	0
12	78	16	67	25	9	8	0
6	1	9	35	33	10	9	0
2	60	13	84	18	8	6	0
8	47	4	22	50	2	0	0
17	6	7	42	25	8	5	0
14	90	7	92	39	8	7	0
8	62	10	58	19	9	0	0
18	89	6	61	38	7	3	0
4	47	4	47	48	2	1	0
13	99	11	71	24	6	2	0
18	70	16	28	43	5	5	0
11	34	7	55	12	2	8	0
7	56	16	32	40	2	10	0
6	85	12	31	35	4	9	0
18	54	13	53	38	5	10	0
13	38	20	87	24	10	4	0
2	59	6	19	40	4	2	0
15	83	14	45	25	8	5	0
13	16	12	90	37	6	7	0
16	51	14	70	27	8	6	0
18	2	9	92	18	9	3	0
5	40	14	19	9	4	2	0
12	37	8	65	47	6	4	0
4	64	8	73	12	10	2	0
6	19	20	18	41	4	8	0
8	10	11	82	42	8	3	0
1	70	4	77	5	8	7	0
13	11	10	79	43	6	3	0
15	18	16	78	45	8	4	0
1	44	4	53	38	8	2	0
17	9	8	85	27	3	3	0
9	35	17	68	11	7	2	0
11	68	3	16	3	3	2	0
9	25	4	46	9	6	8	0
3	95	13	89	16	2	7	0
19	92	5	18	38	4	3	0
17	73	16	32	46	5	8	0
5	21	16	74	33	4	2	0
10	90	4	48	18	9	3	0
1	45	9	26	29	9	3	0
20	39	15	65	38	2	7	0
13	65	11	44	43	4	2	0
20	79	17	64	32	3	8	0
11	31	16	43	17	5	6	0
19	60	10	13	34	4	5	0
6	52	6	18	46	7	3	0
6	45	11	18	49	9	3	0
16	24	13	85	21	8	5	0
8	35	16	82	13	8	1	0
12	28	13	99	14	8	8	0
10	75	10	61	47	5	2	0
14	92	13	39	42	6	6	0
3	6	9	73	9	4	5	0
6	41	5	20	26	3	2	0
9	52	8	16	40	5	3	0
6	39	4	16	26	7	2	0
17	44	15	49	20	4	10	0
13	57	16	58	37	8	5	0
17	15	5	20	42	6	10	0
12	97	14	69	37	7	3	0
1	15	13	96	17	2	2	0
4	43	7	89	43	5	3	0
5	32	19	95	25	2	3	0
5	5	8	99	38	3	4	0
13	90	10	97	36	8	4	0
10	58	17	99	18	7	4	0
3	25	2	74	10	6	8	0
18	44	16	44	12	3	8	0
16	17	16	35	44	9	9	0
17	18	9	42	43	5	2	0
16	94	12	49	18	7	6	0
14	39	8	73	41	7	4	0
13	75	18	82	28	7	2	0
4	8	7	56	11	3	2	0
14	3	19	66	49	5	5	0
20	16	18	76	21	1	5	0
12	29	9	72	12	6	6	0
8	58	12	69	23	9	2	0
14	8	14	88	20	7	5	0
6	90	3	24	24	6	3	0
2	18	11	69	18	7	10	0
2	97	18	67	40	6	1	0
12	22	10	53	47	6	5	0
15	72	18	69	46	9	9	0
2	13	19	71	6	2	1	0
15	80	19	58	29	5	10	0
3	27	2	44	13	5	1	0
17	50	4	85	45	9	5	0
16	33	14	36	22	5	8	0
1	6	10	62	2	6	6	0
11	15	14	99	17	2	2	0
13	37	9	58	33	6	2	0
14	67	9	71	36	10	7	0
12	55	13	47	36	7	8	0
4	67	4	44	45	5	3	0
17	68	18	88	27	8	10	0
2	77	7	44	27	4	5	0
16	96	11	41	20	5	7	0
18	77	18	60	20	8	6	0
19	86	19	19	24	5	4	0
19	79	15	30	32	7	8	0
6	46	3	16	50	9	5	0
11	13	15	63	5	2	1	0
20	40	9	63	38	4	8	0
7	6	15	57	7	3	7	0
3	58	12	89	21	8	4	0
9	31	18	31	28	4	5	0
11	38	9	27	5	5	4	0
11	29	3	56	2	7	3	0
7	87	16	31	17	2	8	0
18	55	9	23	11	5	7	0
19	7	7	36	40	4	8	0
8	67	3	20	42	5	2	0
10	11	17	64	22	4	2	0
16	87	11	64	32	7	7	0
6	82	9	43	39	4	2	0
10	2	19	26	38	4	9	0
15	42	12	69	42	5	6	0
4	97	13	99	38	6	1	0
9	46	4	14	42	7	5	0
20	95	8	45	50	5	4	0
15	38	16	67	23	8	9	0
18	56	11	65	17	8	4	0
10	36	19	67	36	3	2	0
1	14	5	100	35	7	6	0
5	100	8	68	30	9	2	0
8	93	16	57	43	7	2	0
8	15	13	96	31	1	1	0
7	81	10	57	18	0	8	0
18	30	12	84	36	4	6	0
19	17	8	98	31	6	6	0
19	20	9	28	29	6	6	0
9	47	7	15	44	2	1	0
5	16	5	26	37	9	6	0
10	100	9	99	30	7	2	0
13	6	17	60	19	10	7	0
20	37	14	69	18	6	8	0
5	25	3	57	8	7	8	0
19	55	6	21	13	5	6	0
12	36	13	84	48	5	5	0
16	74	13	36	30	5	5	0
12	35	11	46	15	6	5	0
8	16	4	27	45	8	3	0
14	66	13	62	29	6	6	0
20	71	10	88	15	3	7	0
17	17	6	83	40	7	5	0
17	91	6	35	50	7	9	0
1	46	2	24	28	9	5	0
20	22	5	57	18	2	10	0
18	48	13	33	49	6	4	0
14	95	16	39	32	7	7	0
6	38	10	20	15	5	4	0
16	1	18	80	43	5	5	0
11	49	4	43	11	5	10	0
9	42	16	19	25	2	7	0
14	9	17	58	32	5	8	0
13	73	11	47	43	6	4	0
2	65	6	91	24	1	1	0
4	73	3	80	29	7	3	0
2	51	18	93	10	6	8	0
6	37	3	50	49	2	2	0
3	63	7	96	11	8	9	0
8	64	7	78	11	10	1	0
9	40	18	13	10	3	2	0
12	66	11	66	44	5	6	0
6	81	8	48	24	2	6	0
18	39	13	86	36	5	7	0
9	75	11	31	48	2	1	0
5	27	3	32	11	7	1	0
2	25	4	69	4	7	8	0
7	50	19	25	17	2	6	0
20	70	19	57	40	2	5	0
17	26	17	42	23	8	8	0
19	14	15	16	15	7	5	0
14	21	15	48	38	8	4	0
12	69	15	42	31	5	7	0
19	5	12	13	21	8	8	0
5	31	18	39	26	5	6	0
10	85	14	58	27	6	9	0
14	57	13	62	35	8	8	0
16	38	19	55	21	9	8	0
10	16	6	44	36	9	6	0
15	49	9	95	36	8	4	0
20	91	9	61	38	3	8	0
15	19	12	64	42	7	5	0
2	48	4	76	8	5	9	0
4	71	11	82	41	5	1	0
6	21	16	64	42	4	2	0
12	67	10	67	46	9	7	0
2	32	18	88	19	1	3	0
10	38	11	42	10	7	4	0
2	75	10	50	37	3	1	0
13	26	11	59	30	6	4	0
13	53	11	74	46	6	2	0
5	14	6	91	48	6	6	0
15	50	14	66	35	6	9	0
20	30	14	66	38	1	6	0
18	85	12	56	26	8	4	0
13	93	10	60	28	6	5	0
18	31	8	54	28	7	6	0
17	99	16	51	31	8	8	0
15	96	10	51	22	6	7	0
8	85	10	38	34	4	5	0
1	77	4	39	25	6	6	0
8	45	9	23	49	8	1	0
15	86	10	52	42	8	6	0
20	14	18	43	15	3	5	0
15	61	14	51	33	8	4	0
4	23	18	92	25	5	2	0
4	96	4	39	14	9	2	0
10	73	5	97	22	9	3	0
9	94	17	15	10	6	2	0
16	9	20	37	38	5	7	0
8	65	3	76	38	1	0	0
7	16	7	27	36	6	7	0
11	94	16	24	3	8	2	0
19	81	13	34	42	6	5	0
10	59	6	26	50	7	2	0
16	2	13	36	39	6	5	0
13	87	10	100	35	8	8	0
5	83	17	95	11	8	9	0
2	36	19	55	28	2	2	0
17	36	4	54	29	6	9	0
19	23	4	38	41	7	8	0
19	50	6	72	43	9	6	0
10	33	17	26	11	7	4	0
14	94	13	75	22	6	5	0
6	87	20	25	23	4	7	0
17	2	4	83	27	8	2	0
7	57	9	59	36	4	5	0
2	58	17	83	13	9	4	0
9	63	12	67	11	8	10	0
18	60	14	16	31	4	5	0
3	57	6	75	41	5	4	0
16	58	15	78	32	5	9	0
14	7	17	67	25	6	4	0
10	63	11	84	9	8	10	0
19	52	16	75	21	5	8	0
7	86	7	85	32	5	9	0
3	46	2	31	44	7	4	0
2	73	6	85	16	7	3	0
19	21	6	23	24	9	8	0
19	28	6	54	38	6	4	0
8	59	4	13	40	5	1	0
17	78	6	98	46	8	5	0
8	41	4	25	25	3	1	0
20	31	7	97	30	3	5	0
19	62	9	33	50	4	7	0
18	10	11	22	13	4	6	0
13	54	10	82	37	8	4	0
11	37	3	63	29	3	2	0
4	6	10	100	11	5	5	0
7	76	16	14	18	1	4	0
13	58	14	49	36	5	5	0
15	88	9	51	40	4	6	0
2	37	4	71	32	2	2	0
2	46	4	28	30	8	5	0
18	23	7	42	37	7	7	0
19	91	8	28	39	7	8	0
17	94	4	92	27	5	9	0
15	92	13	50	39	7	5	0
5	3	11	17	25	2	2	0
11	14	6	97	34	6	6	0
11	50	16	27	11	3	5	0
6	63	9	70	14	9	9	0
18	73	15	28	32	4	10	0
12	50	12	76	24	8	9	0
4	80	11	75	19	2	4	0
1	76	11	16	12	3	4	0
3	91	11	85	23	4	1	0
7	44	7	49	49	7	3	0
10	88	6	80	34	3	2	0
12	99	10	80	16	6	3	0
3	42	17	37	26	2	6	0
7	25	4	58	7	5	10	0
11	55	15	85	38	7	5	0
6	56	13	26	48	4	8	0
7	55	19	81	48	4	6	0
8	14	5	92	43	5	3	0
9	27	5	25	12	5	1	0
19	82	11	39	14	8	7	0
4	39	3	45	26	7	1	0
3	24	5	82	12	3	2	0
6	70	5	61	14	7	7	0
12	1	17	89	34	4	6	0
13	98	13	40	31	5	3	0
7	98	8	83	14	1	3	0
14	96	9	64	25	5	6	0
10	49	6	61	18	7	10	0
7	69	10	88	23	6	5	0
19	39	18	80	39	5	8	0
1	12	5	54	14	6	2	0
5	1	9	41	25	9	9	0
11	86	4	89	23	8	7	0
12	6	18	68	12	9	9	0
13	35	10	40	23	6	3	0
10	21	19	93	33	6	2	0
6	14	7	80	41	5	6	0
16	12	13	93	37	9	5	0
7	46	4	21	38	6	6	0
19	80	8	23	49	8	7	0
8	49	3	40	23	5	6	0
10	40	16	35	8	6	2	0
18	35	7	22	43	4	8	0
14	34	13	69	40	5	7	0
15	47	10	61	34	5	5	0
12	70	11	54	15	7	9	0
17	79	12	37	43	8	7	0
6	33	15	8	16	10	4	0
5	97	15	55	49	7	1	0
5	60	10	98	24	10	6	0
19	46	16	80	20	4	6	0
8	33	13	13	15	9	2	0
19	70	18	25	39	6	5	0
20	82	14	79	14	3	7	0
16	4	13	86	22	4	5	0
15	9	18	47	35	6	6	0
20	23	5	78	40	3	8	0
20	93	6	71	15	1	8	0
10	15	18	72	25	3	2	0
2	89	16	42	4	1	10	0
18	93	8	37	13	4	9	0
6	10	13	71	40	8	6	0
19	88	20	18	23	7	9	0
5	30	3	21	20	9	5	0
2	23	17	62	14	5	2	0
10	56	15	50	40	6	8	0
18	96	16	98	43	3	9	0
1	47	4	25	30	3	2	0
5	35	18	82	10	9	2	0
16	46	8	48	39	6	9	0
2	43	10	60	26	5	3	0
9	28	19	28	11	5	7	0
8	48	2	63	16	6	5	0
17	28	4	64	29	7	3	0
7	65	6	77	31	0	2	0
